word	frequency	category
comprehensive	186	800-Legal procedure  or  proceedings
amendedto	186	800-Legal procedure  or  proceedings
FALSE	185	800-Legal procedure  or  proceedings
lawful	185	800-Legal procedure  or  proceedings
veterans	185	800-Legal procedure  or  proceedings
agricultural	185	800-Legal procedure  or  proceedings
fuel	184	800-Legal procedure  or  proceedings
rules	184	800-Legal procedure  or  proceedings
revise	184	800-Legal procedure  or  proceedings
theft	184	800-Legal procedure  or  proceedings
remedy	182	800-Legal procedure  or  proceedings
allocation	182	800-Legal procedure  or  proceedings
tenant	182	800-Legal procedure  or  proceedings
transport	182	800-Legal procedure  or  proceedings
future	181	800-Legal procedure  or  proceedings
affair	181	800-Legal procedure  or  proceedings
lawenforcement	181	800-Legal procedure  or  proceedings
seize	180	800-Legal procedure  or  proceedings
seal	180	800-Legal procedure  or  proceedings
prosecution	180	800-Legal procedure  or  proceedings
stand	180	800-Legal procedure  or  proceedings
underthis	180	800-Legal procedure  or  proceedings
recommend	179	800-Legal procedure  or  proceedings
asdefined	179	800-Legal procedure  or  proceedings
disable	179	800-Legal procedure  or  proceedings
direction	178	800-Legal procedure  or  proceedings
firm	178	800-Legal procedure  or  proceedings
vocational	178	800-Legal procedure  or  proceedings
major	178	800-Legal procedure  or  proceedings
thegeneral	177	800-Legal procedure  or  proceedings
bus	177	800-Legal procedure  or  proceedings
terrorism	177	800-Legal procedure  or  proceedings
utility	177	800-Legal procedure  or  proceedings
guard	177	800-Legal procedure  or  proceedings
accord	177	800-Legal procedure  or  proceedings
paper	176	800-Legal procedure  or  proceedings
union	176	800-Legal procedure  or  proceedings
whole	176	800-Legal procedure  or  proceedings
oral	176	800-Legal procedure  or  proceedings
call	175	800-Legal procedure  or  proceedings
supreme	175	800-Legal procedure  or  proceedings
question	175	800-Legal procedure  or  proceedings
allowance	174	800-Legal procedure  or  proceedings
dispute	174	800-Legal procedure  or  proceedings
together	174	800-Legal procedure  or  proceedings
delay	174	800-Legal procedure  or  proceedings
compute	174	800-Legal procedure  or  proceedings
natural	174	800-Legal procedure  or  proceedings
twenty	173	800-Legal procedure  or  proceedings
firearm	173	800-Legal procedure  or  proceedings
single	173	800-Legal procedure  or  proceedings
serious	173	800-Legal procedure  or  proceedings
affidavit	172	800-Legal procedure  or  proceedings
sixteen	172	800-Legal procedure  or  proceedings
former	172	800-Legal procedure  or  proceedings
contest	172	800-Legal procedure  or  proceedings
levy	172	800-Legal procedure  or  proceedings
forward	171	800-Legal procedure  or  proceedings
funds	171	800-Legal procedure  or  proceedings
book	171	800-Legal procedure  or  proceedings
allocate	171	800-Legal procedure  or  proceedings
primarily	171	800-Legal procedure  or  proceedings
thisstate	171	800-Legal procedure  or  proceedings
net	171	800-Legal procedure  or  proceedings
incorporate	171	800-Legal procedure  or  proceedings
sole	171	800-Legal procedure  or  proceedings
stock	171	800-Legal procedure  or  proceedings
regardless	170	800-Legal procedure  or  proceedings
completion	170	800-Legal procedure  or  proceedings
exception	170	800-Legal procedure  or  proceedings
recent	169	800-Legal procedure  or  proceedings
delinquent	168	800-Legal procedure  or  proceedings
insection	168	800-Legal procedure  or  proceedings
cash	167	800-Legal procedure  or  proceedings
organize	167	800-Legal procedure  or  proceedings
withthe	166	800-Legal procedure  or  proceedings
learner	166	800-Legal procedure  or  proceedings
attend	166	800-Legal procedure  or  proceedings
availability	166	800-Legal procedure  or  proceedings
relative	165	800-Legal procedure  or  proceedings
bear	165	800-Legal procedure  or  proceedings
disaster	165	800-Legal procedure  or  proceedings
thecommission	165	800-Legal procedure  or  proceedings
coordinate	165	800-Legal procedure  or  proceedings
fix	164	800-Legal procedure  or  proceedings
longterm	164	800-Legal procedure  or  proceedings
bid	164	800-Legal procedure  or  proceedings
providedfurther	163	800-Legal procedure  or  proceedings
squad	163	800-Legal procedure  or  proceedings
machinery	163	800-Legal procedure  or  proceedings
chemical	163	800-Legal procedure  or  proceedings
thissubsection	163	800-Legal procedure  or  proceedings
majority	163	800-Legal procedure  or  proceedings
interstate	163	800-Legal procedure  or  proceedings
possible	163	800-Legal procedure  or  proceedings
february	163	800-Legal procedure  or  proceedings
intentionally	162	800-Legal procedure  or  proceedings
declare	162	800-Legal procedure  or  proceedings
internet	162	800-Legal procedure  or  proceedings
potential	162	800-Legal procedure  or  proceedings
restrict	162	800-Legal procedure  or  proceedings
knowledge	161	800-Legal procedure  or  proceedings
confidential	161	800-Legal procedure  or  proceedings
admission	161	800-Legal procedure  or  proceedings
twelve	161	800-Legal procedure  or  proceedings
veteran	161	800-Legal procedure  or  proceedings
priority	161	800-Legal procedure  or  proceedings
inthis	161	800-Legal procedure  or  proceedings
army	161	800-Legal procedure  or  proceedings
ofsuch	160	800-Legal procedure  or  proceedings
religious	160	800-Legal procedure  or  proceedings
indiana	160	800-Legal procedure  or  proceedings
well	160	800-Legal procedure  or  proceedings
exclusive	160	800-Legal procedure  or  proceedings
bodily	160	800-Legal procedure  or  proceedings
plead	160	800-Legal procedure  or  proceedings
assignment	159	800-Legal procedure  or  proceedings
ability	159	800-Legal procedure  or  proceedings
datethe	159	800-Legal procedure  or  proceedings
acts	158	800-Legal procedure  or  proceedings
next	158	800-Legal procedure  or  proceedings
obligor	158	800-Legal procedure  or  proceedings
orother	158	800-Legal procedure  or  proceedings
foundation	158	800-Legal procedure  or  proceedings
adjudicate	158	800-Legal procedure  or  proceedings
correct	158	800-Legal procedure  or  proceedings
facilitate	158	800-Legal procedure  or  proceedings
combination	158	800-Legal procedure  or  proceedings
prohibition	158	800-Legal procedure  or  proceedings
evaluate	158	800-Legal procedure  or  proceedings
remit	158	800-Legal procedure  or  proceedings
ifthe	158	800-Legal procedure  or  proceedings
display	157	800-Legal procedure  or  proceedings
conference	157	800-Legal procedure  or  proceedings
dwell	157	800-Legal procedure  or  proceedings
iddd	156	800-Legal procedure  or  proceedings
subpoena	156	800-Legal procedure  or  proceedings
therefor	156	800-Legal procedure  or  proceedings
ninety	155	800-Legal procedure  or  proceedings
aperson	154	800-Legal procedure  or  proceedings
task	154	800-Legal procedure  or  proceedings
incentive	154	800-Legal procedure  or  proceedings
model	154	800-Legal procedure  or  proceedings
sixty	153	800-Legal procedure  or  proceedings
pertain	153	800-Legal procedure  or  proceedings
twentyfive	153	800-Legal procedure  or  proceedings
deduction	153	800-Legal procedure  or  proceedings
qualification	153	800-Legal procedure  or  proceedings
commitment	153	800-Legal procedure  or  proceedings
possess	153	800-Legal procedure  or  proceedings
therein	153	800-Legal procedure  or  proceedings
related	153	800-Legal procedure  or  proceedings
visitation	153	800-Legal procedure  or  proceedings
broker	152	800-Legal procedure  or  proceedings
lessor	152	800-Legal procedure  or  proceedings
toll	152	800-Legal procedure  or  proceedings
harm	152	800-Legal procedure  or  proceedings
definitions	151	800-Legal procedure  or  proceedings
regulate	151	800-Legal procedure  or  proceedings
vii	151	800-Legal procedure  or  proceedings
point	150	800-Legal procedure  or  proceedings
stop	150	800-Legal procedure  or  proceedings
language	150	800-Legal procedure  or  proceedings
thesecretary	150	800-Legal procedure  or  proceedings
light	150	800-Legal procedure  or  proceedings
forest	149	800-Legal procedure  or  proceedings
calculate	149	800-Legal procedure  or  proceedings
telehealth	149	800-Legal procedure  or  proceedings
beverage	149	800-Legal procedure  or  proceedings
merger	149	800-Legal procedure  or  proceedings
bind	149	800-Legal procedure  or  proceedings
eight	148	800-Legal procedure  or  proceedings
convention	148	800-Legal procedure  or  proceedings
earn	148	800-Legal procedure  or  proceedings
dental	148	800-Legal procedure  or  proceedings
indicator	148	800-Legal procedure  or  proceedings
asprovided	148	800-Legal procedure  or  proceedings
adequate	148	800-Legal procedure  or  proceedings
designation	148	800-Legal procedure  or  proceedings
separately	147	800-Legal procedure  or  proceedings
tow	147	800-Legal procedure  or  proceedings
longer	147	800-Legal procedure  or  proceedings
xix	146	800-Legal procedure  or  proceedings
theperson	146	800-Legal procedure  or  proceedings
publication	146	800-Legal procedure  or  proceedings
documentation	146	800-Legal procedure  or  proceedings
reform	145	800-Legal procedure  or  proceedings
alternate	145	800-Legal procedure  or  proceedings
firefighter	145	800-Legal procedure  or  proceedings
training	145	800-Legal procedure  or  proceedings
generalsection	144	800-Legal procedure  or  proceedings
classify	144	800-Legal procedure  or  proceedings
operations	144	800-Legal procedure  or  proceedings
deduct	144	800-Legal procedure  or  proceedings
element	144	800-Legal procedure  or  proceedings
payee	144	800-Legal procedure  or  proceedings
prospective	144	800-Legal procedure  or  proceedings
tribal	143	800-Legal procedure  or  proceedings
plus	143	800-Legal procedure  or  proceedings
subtitle	143	800-Legal procedure  or  proceedings
genetic	142	800-Legal procedure  or  proceedings
successor	142	800-Legal procedure  or  proceedings
agriculture	142	800-Legal procedure  or  proceedings
ofa	142	800-Legal procedure  or  proceedings
lower	142	800-Legal procedure  or  proceedings
mandatory	142	800-Legal procedure  or  proceedings
fully	142	800-Legal procedure  or  proceedings
significant	142	800-Legal procedure  or  proceedings
comment	142	800-Legal procedure  or  proceedings
fulltime	142	800-Legal procedure  or  proceedings
unable	142	800-Legal procedure  or  proceedings
mobile	142	800-Legal procedure  or  proceedings
suffer	141	800-Legal procedure  or  proceedings
capability	141	800-Legal procedure  or  proceedings
construct	141	800-Legal procedure  or  proceedings
conflict	141	800-Legal procedure  or  proceedings
endorsement	141	800-Legal procedure  or  proceedings
breach	140	800-Legal procedure  or  proceedings
match	140	800-Legal procedure  or  proceedings
citizen	139	800-Legal procedure  or  proceedings
website	139	800-Legal procedure  or  proceedings
strategy	139	800-Legal procedure  or  proceedings
target	139	800-Legal procedure  or  proceedings
industrial	139	800-Legal procedure  or  proceedings
licensing	138	800-Legal procedure  or  proceedings
blood	138	800-Legal procedure  or  proceedings
region	138	800-Legal procedure  or  proceedings
tangible	138	800-Legal procedure  or  proceedings
supplemental	137	800-Legal procedure  or  proceedings
safe	137	800-Legal procedure  or  proceedings
coordination	137	800-Legal procedure  or  proceedings
california	137	800-Legal procedure  or  proceedings
competitive	136	800-Legal procedure  or  proceedings
exclusively	136	800-Legal procedure  or  proceedings
proposal	136	800-Legal procedure  or  proceedings
occupational	136	800-Legal procedure  or  proceedings
elderly	136	800-Legal procedure  or  proceedings
lender	136	800-Legal procedure  or  proceedings
image	136	800-Legal procedure  or  proceedings
forfeit	136	800-Legal procedure  or  proceedings
oversight	135	800-Legal procedure  or  proceedings
quarter	135	800-Legal procedure  or  proceedings
bar	135	800-Legal procedure  or  proceedings
capitol	135	800-Legal procedure  or  proceedings
consult	134	800-Legal procedure  or  proceedings
theamount	134	800-Legal procedure  or  proceedings
waste	134	800-Legal procedure  or  proceedings
text	134	800-Legal procedure  or  proceedings
negligence	133	800-Legal procedure  or  proceedings
express	133	800-Legal procedure  or  proceedings
voluntary	133	800-Legal procedure  or  proceedings
thelegislature	133	800-Legal procedure  or  proceedings
multiple	133	800-Legal procedure  or  proceedings
master	132	800-Legal procedure  or  proceedings
origin	132	800-Legal procedure  or  proceedings
mcdd	132	800-Legal procedure  or  proceedings
science	132	800-Legal procedure  or  proceedings
pregnancy	132	800-Legal procedure  or  proceedings
demonstration	132	800-Legal procedure  or  proceedings
accrue	132	800-Legal procedure  or  proceedings
overseas	131	800-Legal procedure  or  proceedings
reception	131	800-Legal procedure  or  proceedings
goal	131	800-Legal procedure  or  proceedings
different	131	800-Legal procedure  or  proceedings
appearance	131	800-Legal procedure  or  proceedings
collateral	131	800-Legal procedure  or  proceedings
allowable	131	800-Legal procedure  or  proceedings
murder	131	800-Legal procedure  or  proceedings
competent	131	800-Legal procedure  or  proceedings
classification	131	800-Legal procedure  or  proceedings
free	131	800-Legal procedure  or  proceedings
customer	130	800-Legal procedure  or  proceedings
tnc	130	800-Legal procedure  or  proceedings
membership	130	800-Legal procedure  or  proceedings
nonfederal	130	800-Legal procedure  or  proceedings
undersection	130	800-Legal procedure  or  proceedings
liquor	130	800-Legal procedure  or  proceedings
dissolution	130	800-Legal procedure  or  proceedings
inconsistent	129	800-Legal procedure  or  proceedings
enhance	129	800-Legal procedure  or  proceedings
infrastructure	129	800-Legal procedure  or  proceedings
engineer	129	800-Legal procedure  or  proceedings
assume	129	800-Legal procedure  or  proceedings
search	129	800-Legal procedure  or  proceedings
survey	129	800-Legal procedure  or  proceedings
station	129	800-Legal procedure  or  proceedings
dependent	129	800-Legal procedure  or  proceedings
existing	129	800-Legal procedure  or  proceedings
motorvehicle	128	800-Legal procedure  or  proceedings
examine	128	800-Legal procedure  or  proceedings
transit	128	800-Legal procedure  or  proceedings
seizure	128	800-Legal procedure  or  proceedings
recognition	127	800-Legal procedure  or  proceedings
exploitation	127	800-Legal procedure  or  proceedings
stateof	127	800-Legal procedure  or  proceedings
challenge	127	800-Legal procedure  or  proceedings
north	127	800-Legal procedure  or  proceedings
dealer	127	800-Legal procedure  or  proceedings
cannot	127	800-Legal procedure  or  proceedings
arbitration	127	800-Legal procedure  or  proceedings
color	126	800-Legal procedure  or  proceedings
spend	126	800-Legal procedure  or  proceedings
quarterly	126	800-Legal procedure  or  proceedings
arizona	126	800-Legal procedure  or  proceedings
destroy	126	800-Legal procedure  or  proceedings
debtor	125	800-Legal procedure  or  proceedings
departments	125	800-Legal procedure  or  proceedings
utilization	125	800-Legal procedure  or  proceedings
delegate	125	800-Legal procedure  or  proceedings
proviso	125	800-Legal procedure  or  proceedings
declaration	125	800-Legal procedure  or  proceedings
restoration	125	800-Legal procedure  or  proceedings
mandate	125	800-Legal procedure  or  proceedings
judiciary	125	800-Legal procedure  or  proceedings
prosecute	125	800-Legal procedure  or  proceedings
secondary	125	800-Legal procedure  or  proceedings
cease	124	800-Legal procedure  or  proceedings
orthe	124	800-Legal procedure  or  proceedings
railroad	124	800-Legal procedure  or  proceedings
provisions	124	800-Legal procedure  or  proceedings
enable	124	800-Legal procedure  or  proceedings
deficit	124	800-Legal procedure  or  proceedings
error	124	800-Legal procedure  or  proceedings
stamp	124	800-Legal procedure  or  proceedings
accommodation	124	800-Legal procedure  or  proceedings
opinion	123	800-Legal procedure  or  proceedings
impoundment	123	800-Legal procedure  or  proceedings
consumption	123	800-Legal procedure  or  proceedings
street	122	800-Legal procedure  or  proceedings
vsa	122	800-Legal procedure  or  proceedings
context	122	800-Legal procedure  or  proceedings
deputy	122	800-Legal procedure  or  proceedings
vermont	121	800-Legal procedure  or  proceedings
retention	121	800-Legal procedure  or  proceedings
transmission	121	800-Legal procedure  or  proceedings
ofany	121	800-Legal procedure  or  proceedings
duration	120	800-Legal procedure  or  proceedings
beyond	120	800-Legal procedure  or  proceedings
expressly	120	800-Legal procedure  or  proceedings
infraction	120	800-Legal procedure  or  proceedings
abortion	120	800-Legal procedure  or  proceedings
subpart	120	800-Legal procedure  or  proceedings
count	120	800-Legal procedure  or  proceedings
ofchapter	120	800-Legal procedure  or  proceedings
testimony	120	800-Legal procedure  or  proceedings
could	119	800-Legal procedure  or  proceedings
august	119	800-Legal procedure  or  proceedings
withdraw	119	800-Legal procedure  or  proceedings
legally	119	800-Legal procedure  or  proceedings
ass	119	800-Legal procedure  or  proceedings
specification	119	800-Legal procedure  or  proceedings
conditional	119	800-Legal procedure  or  proceedings
respective	119	800-Legal procedure  or  proceedings
publicly	119	800-Legal procedure  or  proceedings
properly	119	800-Legal procedure  or  proceedings
draw	119	800-Legal procedure  or  proceedings
medication	118	800-Legal procedure  or  proceedings
tobe	118	800-Legal procedure  or  proceedings
flood	118	800-Legal procedure  or  proceedings
currently	118	800-Legal procedure  or  proceedings
workforce	118	800-Legal procedure  or  proceedings
village	118	800-Legal procedure  or  proceedings
practicable	118	800-Legal procedure  or  proceedings
inc	118	800-Legal procedure  or  proceedings
mississippi	118	800-Legal procedure  or  proceedings
onthe	118	800-Legal procedure  or  proceedings
undertake	118	800-Legal procedure  or  proceedings
fiduciary	117	800-Legal procedure  or  proceedings
rights	117	800-Legal procedure  or  proceedings
fromthe	117	800-Legal procedure  or  proceedings
clearly	117	800-Legal procedure  or  proceedings
emergencymedical	117	800-Legal procedure  or  proceedings
expansion	117	800-Legal procedure  or  proceedings
prepay	117	800-Legal procedure  or  proceedings
promptly	117	800-Legal procedure  or  proceedings
verify	117	800-Legal procedure  or  proceedings
lead	117	800-Legal procedure  or  proceedings
inquiry	117	800-Legal procedure  or  proceedings
jury	117	800-Legal procedure  or  proceedings
eachamended	117	800-Legal procedure  or  proceedings
advise	117	800-Legal procedure  or  proceedings
contingency	116	800-Legal procedure  or  proceedings
decease	116	800-Legal procedure  or  proceedings
cite	116	800-Legal procedure  or  proceedings
allegation	116	800-Legal procedure  or  proceedings
sessions	116	800-Legal procedure  or  proceedings
attributable	116	800-Legal procedure  or  proceedings
art	116	800-Legal procedure  or  proceedings
ascribe	115	800-Legal procedure  or  proceedings
expenses	115	800-Legal procedure  or  proceedings
occupy	115	800-Legal procedure  or  proceedings
lessee	115	800-Legal procedure  or  proceedings
animal	115	800-Legal procedure  or  proceedings
execution	115	800-Legal procedure  or  proceedings
daily	115	800-Legal procedure  or  proceedings
war	115	800-Legal procedure  or  proceedings
combine	115	800-Legal procedure  or  proceedings
transition	114	800-Legal procedure  or  proceedings
amendedby	114	800-Legal procedure  or  proceedings
defensive	114	800-Legal procedure  or  proceedings
stay	114	800-Legal procedure  or  proceedings
letter	114	800-Legal procedure  or  proceedings
nine	114	800-Legal procedure  or  proceedings
citation	114	800-Legal procedure  or  proceedings
phs	114	800-Legal procedure  or  proceedings
privacy	114	800-Legal procedure  or  proceedings
operational	114	800-Legal procedure  or  proceedings
reinstatement	113	800-Legal procedure  or  proceedings
mother	113	800-Legal procedure  or  proceedings
methodology	113	800-Legal procedure  or  proceedings
contribute	113	800-Legal procedure  or  proceedings
marine	113	800-Legal procedure  or  proceedings
recreational	113	800-Legal procedure  or  proceedings
default	113	800-Legal procedure  or  proceedings
procure	113	800-Legal procedure  or  proceedings
dispose	113	800-Legal procedure  or  proceedings
impairment	113	800-Legal procedure  or  proceedings
creditor	113	800-Legal procedure  or  proceedings
directive	113	800-Legal procedure  or  proceedings
section	17361	840-Government agencies
state	9654	840-Government agencies
may	7640	840-Government agencies
person	7515	840-Government agencies
act	6896	840-Government agencies
provide	6394	840-Government agencies
department	5121	840-Government agencies
law	5108	840-Government agencies
service	4775	840-Government agencies
chapter	4679	840-Government agencies
health	4496	840-Government agencies
subsection	4442	840-Government agencies
use	4086	840-Government agencies
include	4039	840-Government agencies
follow	4019	840-Government agencies
board	4001	840-Government agencies
license	3847	840-Government agencies
amend	3841	840-Government agencies
program	3558	840-Government agencies
public	3543	840-Government agencies
order	3529	840-Government agencies
mean	3524	840-Government agencies
require	3490	840-Government agencies
code	3314	840-Government agencies
court	3297	840-Government agencies
make	3290	840-Government agencies
date	3281	840-Government agencies
amount	3280	840-Government agencies
agency	3052	840-Government agencies
pursuant	2969	840-Government agencies
fund	2921	840-Government agencies
information	2827	840-Government agencies
insurance	2791	840-Government agencies
vehicle	2682	840-Government agencies
purpose	2586	840-Government agencies
file	2536	840-Government agencies
issue	2496	840-Government agencies
read	2486	840-Government agencies
individual	2388	840-Government agencies
plan	2374	840-Government agencies
day	2367	840-Government agencies
provision	2330	840-Government agencies
within	2327	840-Government agencies
one	2317	840-Government agencies
employee	2300	840-Government agencies
care	2293	840-Government agencies
business	2287	840-Government agencies
ors	2279	840-Government agencies
rule	2266	840-Government agencies
tax	2245	840-Government agencies
paragraph	2220	840-Government agencies
member	2201	840-Government agencies
commission	2179	840-Government agencies
property	2163	840-Government agencies
year	2127	840-Government agencies
time	2123	840-Government agencies
sec	2086	840-Government agencies
pay	2051	840-Government agencies
federal	2039	840-Government agencies
secretary	2015	840-Government agencies
article	2013	840-Government agencies
school	1995	840-Government agencies
report	1984	840-Government agencies
subdivision	1969	840-Government agencies
child	1965	840-Government agencies
determine	1953	840-Government agencies
receive	1889	840-Government agencies
upon	1885	840-Government agencies
new	1875	840-Government agencies
establish	1817	840-Government agencies
notice	1809	840-Government agencies
general	1801	840-Government agencies
authority	1795	840-Government agencies
period	1764	840-Government agencies
subject	1748	840-Government agencies
benefit	1746	840-Government agencies
treatment	1723	840-Government agencies
application	1718	840-Government agencies
fee	1708	840-Government agencies
record	1704	840-Government agencies
credit	1699	840-Government agencies
apply	1699	840-Government agencies
title	1695	840-Government agencies
district	1680	840-Government agencies
limit	1658	840-Government agencies
term	1632	840-Government agencies
director	1615	840-Government agencies
relate	1601	840-Government agencies
requirement	1598	840-Government agencies
education	1588	840-Government agencies
define	1584	840-Government agencies
except	1582	840-Government agencies
security	1580	840-Government agencies
system	1578	840-Government agencies
must	1575	840-Government agencies
cost	1536	840-Government agencies
authorize	1536	840-Government agencies
facility	1530	840-Government agencies
medical	1529	840-Government agencies
rcw	1521	840-Government agencies
action	1520	840-Government agencies
request	1515	840-Government agencies
county	1503	840-Government agencies
hear	1468	840-Government agencies
payment	1449	840-Government agencies
income	1440	840-Government agencies
hundred	1422	840-Government agencies
grant	1403	840-Government agencies
oregon	1398	840-Government agencies
policy	1397	840-Government agencies
adopt	1393	840-Government agencies
corporation	1355	840-Government agencies
defendant	1351	840-Government agencies
company	1347	840-Government agencies
violation	1338	840-Government agencies
take	1331	840-Government agencies
states	1321	840-Government agencies
contract	1320	840-Government agencies
case	1317	840-Government agencies
part	1280	840-Government agencies
fiscal	1271	840-Government agencies
regulation	1238	840-Government agencies
motor	1236	840-Government agencies
insurer	1230	840-Government agencies
office	1227	840-Government agencies
officer	1222	840-Government agencies
write	1218	840-Government agencies
interest	1218	840-Government agencies
liability	1214	840-Government agencies
transportation	1208	840-Government agencies
commissioner	1208	840-Government agencies
party	1197	840-Government agencies
claim	1191	840-Government agencies
community	1180	840-Government agencies
describe	1176	840-Government agencies
prior	1161	840-Government agencies
local	1149	840-Government agencies
employer	1149	840-Government agencies
ofthe	1145	840-Government agencies
practice	1142	840-Government agencies
unless	1130	840-Government agencies
available	1129	840-Government agencies
entity	1121	840-Government agencies
necessary	1118	840-Government agencies
otherwise	1118	840-Government agencies
registration	1112	840-Government agencies
age	1106	840-Government agencies
effective	1105	840-Government agencies
accordance	1103	840-Government agencies
conduct	1096	840-Government agencies
effect	1095	840-Government agencies
appropriate	1083	840-Government agencies
condition	1081	840-Government agencies
professional	1079	840-Government agencies
place	1078	840-Government agencies
two	1071	840-Government agencies
offense	1063	840-Government agencies
united	1059	840-Government agencies
approve	1057	840-Government agencies
provider	1052	840-Government agencies
compensation	1052	840-Government agencies
applicant	1049	840-Government agencies
form	1049	840-Government agencies
version	1048	840-Government agencies
organization	1046	840-Government agencies
meet	1045	840-Government agencies
result	1041	840-Government agencies
support	1040	840-Government agencies
attorney	1039	840-Government agencies
number	1034	840-Government agencies
would	1020	840-Government agencies
certificate	1019	840-Government agencies
revenue	1018	840-Government agencies
standard	1009	840-Government agencies
account	995	840-Government agencies
university	994	840-Government agencies
designate	993	840-Government agencies
add	992	840-Government agencies
submit	989	840-Government agencies
january	983	840-Government agencies
whether	973	840-Government agencies
criminal	973	840-Government agencies
proceed	972	840-Government agencies
mental	965	840-Government agencies
find	961	840-Government agencies
taxable	951	840-Government agencies
coverage	950	840-Government agencies
activity	949	840-Government agencies
specify	935	840-Government agencies
sale	934	840-Government agencies
procedure	931	840-Government agencies
impose	927	840-Government agencies
bill	925	840-Government agencies
register	925	840-Government agencies
percent	924	840-Government agencies
agreement	922	840-Government agencies
statute	918	840-Government agencies
set	917	840-Government agencies
assembly	915	840-Government agencies
eligible	914	840-Government agencies
committee	914	840-Government agencies
right	904	840-Government agencies
offer	897	840-Government agencies
statement	894	840-Government agencies
charge	894	840-Government agencies
permit	893	840-Government agencies
safety	889	840-Government agencies
without	888	840-Government agencies
government	888	840-Government agencies
family	885	840-Government agencies
operate	878	840-Government agencies
review	873	840-Government agencies
investment	872	840-Government agencies
exceed	871	840-Government agencies
control	867	840-Government agencies
applicable	865	840-Government agencies
name	861	840-Government agencies
base	860	840-Government agencies
serve	860	840-Government agencies
hold	860	840-Government agencies
enforcement	853	840-Government agencies
respect	853	840-Government agencies
qualify	852	840-Government agencies
iii	849	840-Government agencies
petition	839	840-Government agencies
work	836	840-Government agencies
agent	832	840-Government agencies
usc	826	840-Government agencies
drug	822	840-Government agencies
assistance	820	840-Government agencies
administrative	815	840-Government agencies
cause	814	840-Government agencies
least	810	840-Government agencies
group	803	840-Government agencies
end	801	840-Government agencies
certify	795	840-Government agencies
transfer	794	840-Government agencies
financial	791	840-Government agencies
personal	785	840-Government agencies
dollar	785	840-Government agencies
real	780	840-Government agencies
employment	779	840-Government agencies
data	778	840-Government agencies
subparagraph	771	840-Government agencies
taxpayer	763	840-Government agencies
owner	757	840-Government agencies
cover	752	840-Government agencies
enter	747	840-Government agencies
student	745	840-Government agencies
parent	739	840-Government agencies
prescribe	735	840-Government agencies
house	733	840-Government agencies
give	727	840-Government agencies
civil	726	840-Government agencies
july	725	840-Government agencies
maintain	722	840-Government agencies
amendment	719	840-Government agencies
introduced	715	840-Government agencies
copy	714	840-Government agencies
change	714	840-Government agencies
duty	711	840-Government agencies
allow	709	840-Government agencies
equal	695	840-Government agencies
supervision	691	840-Government agencies
injury	690	840-Government agencies
participate	689	840-Government agencies
consumer	686	840-Government agencies
disability	682	840-Government agencies
govern	681	840-Government agencies
list	680	840-Government agencies
carry	680	840-Government agencies
deem	673	840-Government agencies
total	669	840-Government agencies
complete	669	840-Government agencies
three	669	840-Government agencies
create	668	840-Government agencies
division	667	840-Government agencies
process	663	840-Government agencies
class	661	840-Government agencies
substance	660	840-Government agencies
address	653	840-Government agencies
insert	653	840-Government agencies
project	653	840-Government agencies
loss	648	840-Government agencies
additional	648	840-Government agencies
association	647	840-Government agencies
need	645	840-Government agencies
services	644	840-Government agencies
expense	644	840-Government agencies
private	642	840-Government agencies
strike	638	840-Government agencies
jurisdiction	635	840-Government agencies
reasonable	634	840-Government agencies
appoint	634	840-Government agencies
patient	634	840-Government agencies
manner	633	840-Government agencies
obtain	631	840-Government agencies
per	630	840-Government agencies
month	629	840-Government agencies
another	628	840-Government agencies
release	628	840-Government agencies
commit	625	840-Government agencies
physician	623	840-Government agencies
penalty	622	840-Government agencies
exchange	620	840-Government agencies
minor	615	840-Government agencies
unit	614	840-Government agencies
purchase	614	840-Government agencies
carrier	613	840-Government agencies
illinois	612	840-Government agencies
increase	612	840-Government agencies
continue	612	840-Government agencies
become	611	840-Government agencies
offender	611	840-Government agencies
bond	611	840-Government agencies
loan	610	840-Government agencies
notwithstanding	609	840-Government agencies
basis	604	840-Government agencies
engage	604	840-Government agencies
evaluation	598	840-Government agencies
area	596	840-Government agencies
rate	595	840-Government agencies
social	594	840-Government agencies
later	593	840-Government agencies
birth	592	840-Government agencies
assessment	592	840-Government agencies
consider	587	840-Government agencies
development	586	840-Government agencies
special	585	840-Government agencies
comply	585	840-Government agencies
judge	580	840-Government agencies
either	576	840-Government agencies
occur	571	840-Government agencies
evidence	571	840-Government agencies
body	570	840-Government agencies
thousand	568	840-Government agencies
network	566	840-Government agencies
money	566	840-Government agencies
extent	564	840-Government agencies
legal	563	840-Government agencies
trust	561	840-Government agencies
perform	557	840-Government agencies
election	556	840-Government agencies
home	552	840-Government agencies
five	552	840-Government agencies
contain	546	840-Government agencies
thereof	545	840-Government agencies
december	545	840-Government agencies
addition	544	840-Government agencies
felony	542	840-Government agencies
approval	542	840-Government agencies
decision	538	840-Government agencies
enact	538	840-Government agencies
also	536	840-Government agencies
material	535	840-Government agencies
eleven	533	840-Government agencies
national	532	840-Government agencies
city	531	840-Government agencies
emergency	530	840-Government agencies
identify	530	840-Government agencies
thissection	529	840-Government agencies
conviction	526	840-Government agencies
driver	524	840-Government agencies
institution	522	840-Government agencies
regard	521	840-Government agencies
forth	516	840-Government agencies
disorder	514	840-Government agencies
representative	513	840-Government agencies
